"titulo","resumen","enlace","fecha","imagen","autor"
"Fast retro gaming on mobile","Emulation is the cool technique that makes retro gaming possible, i.e. play old video games on modern devices. It allows pixel lovers to revive gaming experiences from the past. In this article we will demonstrate that the web platform is suitable for emulation, even on mobile where by definition everything is limited. Emulation is a […]","https://hacks.mozilla.org/2013/10/fast-retro-gaming-on-mobile/","October 22, 2013","https://secure.gravatar.com/avatar/4445ead3e531bc7b2b6030c43e07114b?s=72&d=mm&r=g","Guillaume Cedric Marty"
"Announcing the winners of the July 2013 Dev Derby!","This past summer, some of the most passionate and creative web developers out there innovated with the File API in our July Dev Derby contest. After sorting through the entries, an all-star cast of former judges–Peter Lubbers, Eric Shepherd, and David Walsh–decided on three winners and two runners-up. Not a contestant? There are other reasons […]","https://hacks.mozilla.org/2013/10/announcing-the-winners-of-the-july-2013-dev-derby/","October 18, 2013","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"awsbox, a PaaS layer for Node.js: An Update on Latest Developments","This is the 2nd time we’ve talked about awsbox on the Mozilla Hacks blog. In the first article we gave you a quick introduction to awsbox as part of the Node.js Holiday Season set of articles. Here we’d like to tell you about some recently added features to awsbox. To briefly recap, awsbox is a […]","https://hacks.mozilla.org/2013/10/awsbox-a-paas-layer-for-node-js-an-update-on-latest-developments/","October 17, 2013","https://secure.gravatar.com/avatar/323d3d7c1940dbe80883f52bb271ae7e?s=72&d=mm&r=g","Andrew Chilton"
"Introducing TogetherJS","What is TogetherJS? We’d like to introduce TogetherJS, a real-time collaboration tool out of Mozilla Labs. TogetherJS is a service you add to an existing website to add real-time collaboration features. Using the tool two or more visitors on a website or web application can see each other’s mouse/cursor position, clicks, track each other’s browsing, […]","https://hacks.mozilla.org/2013/10/introducing-togetherjs/","October 16, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Introducing the Firefox OS App Manager","The Firefox OS App Manager is a new developer tool available in Firefox 26 that greatly improves the process of building and debugging Firefox OS apps, either in the Simulator or on a connected device. Based on the the Firefox OS Simulator add-on, it bridges the gap between existing Firefox Developer tools and the Firefox […]","https://hacks.mozilla.org/2013/10/introducing-the-firefox-os-app-manager/","October 15, 2013","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"An AR Game: Technical Overview","An AR Game is the winning entry for the May 2013 Dev Derby. It is an augmented reality game, the objective being to transport rolling play pieces from a 2D physics world into a 3D space. The game is playable on GitHub, and demonstrated on YouTube. The objective of this article is to describe the underlying […]","https://hacks.mozilla.org/2013/10/an-ar-game-technical-overview/","October 9, 2013","https://secure.gravatar.com/avatar/8e201d28968a3a9b9aac5023f3243599?s=72&d=mm&r=g","Abrie"
"Firefox Developer Tools and Firebug","If you haven’t tried the Firefox Developer Tools in the last 6 months, you owe it to yourself to take another look. Grab the latest Aurora browser, and start up the tools from the Web Developer menu (a submenu of Tools on some platforms). The tools have improved a lot lately: black-boxing lets you treat […]","https://hacks.mozilla.org/2013/10/firefox-developer-tools-and-firebug/","October 8, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Who moved my geolocation?","One of the questions we often get when we are talking about Firefox OS is: “What about the GPS on some devices”? You may have noticed that on some devices, the GPS position is not quite accurate or can take a long time to report even when you are outside. Let me start by explaining […]","https://hacks.mozilla.org/2013/10/who-moved-my-geolocation/","October 3, 2013","https://secure.gravatar.com/avatar/7a9625f092d4897c1d339ad2c4b340cc?s=72&d=mm&r=g","Frédéric Harper"
"New Firefox OS App Workshops & Other Updates","Here in the virtual headquarters of Mozilla’s geo-distributed tech evangelism team, we always have bags packed and traveling shoes on. Today we’re happy to announce a couple of new Firefox OS App Workshops for web developers: we’ll be in Guadalajara, Mexico, on Saturday, October 26, and we’ll be in Budapest, Hungary, on Saturday, November 23. […]","https://hacks.mozilla.org/2013/10/new-app-workshops-mx-hu/","October 1, 2013","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"WebRTC: Update and Workarounds","As you’ve probably noticed, we’ve been making lots of progress on our WebRTC implementation, and we expect additional improvements over the next few releases. We have work in the pipeline to improve audio quality issues (yes, we know we still have some!) and to assist with troubleshooting NAT traversal issues (you can follow the progress […]","https://hacks.mozilla.org/2013/09/webrtc-update-and-workarounds/","September 30, 2013","https://secure.gravatar.com/avatar/842f6aa75b529d1c03563a151f6782aa?s=72&d=mm&r=g","Adam Roach"
"Firefox OS Development: Web Components and Mozilla Brick","In this edition of “Firefox OS: The platform HTML5 deserves” (the previous six videos are published here), Mozilla’s Principal Evangelist Chris Heilmann (@codepo8) grilled Mozilla’s “Senior HTML5 Engineer Angle Bracket Coordinator” Matthew Claypotch (@potch) about the exciting new possibilities of Web Components for Web App developers and how Mozilla’s Brick library, a collection of custom […]","https://hacks.mozilla.org/2013/09/firefox-os-development-web-components-and-mozilla-brick/","September 27, 2013","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"New Features in the Firefox Developer Tools: Episode 26","Firefox 26 was just uplifted to the Aurora release channel which means we are back to report on new features in Firefox Developer Tools. Here’s a summary of some of the most exciting new features. Inspector: pseudo element support To get more flexibility in the design of an element without using additional nodes, it’s very […]","https://hacks.mozilla.org/2013/09/new-features-in-the-firefox-developer-tools-episode-26/","September 26, 2013","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Reintroducing the Firefox Developer Tools, part 1: the Web Console and the JavaScript Debugger","This is part one, out of 5, focusing on the built-in Developer Tools in Firefox, their features and where we are now with them. The intention is to show you all the possibilities available, the progress and what we are aiming for. Firefox 4 saw the launch of the Web Console, the first of the […]","https://hacks.mozilla.org/2013/09/reintroducing-the-firefox-developer-tools-part-1-the-web-console-and-the-javascript-debugger/","September 24, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Firefox 24 for Android gets WebRTC support by default","WebRTC is now on Firefox for Android as well as Firefox Desktop! Firefox 24 for Android now supports mozGetUserMedia, mozRTCPeerConnection, and DataChannels by default. mozGetUserMedia has been in desktop releases since Firefox 20, and mozPeerConnection and DataChannels since Firefox 22, and we’re excited that Android is now joining Desktop releases in supporting these cool new […]","https://hacks.mozilla.org/2013/09/firefox-24-for-android-gets-webrtc-support-by-default/","September 17, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"User-Agent detection, history and checklist","History User-Agent: <something> is a string of characters sent by HTTP clients (browsers, bots, calendar applications, etc.) for each individual HTTP request to a server. The HTTP Protocol as defined in 1991 didn’t have this field, but the next version defined in 1992 added User-Agent in the HTTP requests headers. Its syntax was defined as […]","https://hacks.mozilla.org/2013/09/user-agent-detection-history-and-checklist/","September 12, 2013","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"CSS Length Explained","When styling a web site with CSS you might have realised that an inch on a screen is not an actual inch, and a pixel is not necessarily an actual pixel. Have you ever figured out how to represent the speed of light in CSS pixels? In this post, we will explore the definition of […]","https://hacks.mozilla.org/2013/09/css-length-explained/","September 10, 2013","https://secure.gravatar.com/avatar/2becaf1073957bdad2f06e183731131d?s=72&d=mm&r=g","Tim Chien"
"Calling All Porters: Phones for App Ports to Firefox OS","Back in May we launched a program for app developers called Phones for Apps for Firefox OS. We heard from thousands of developers in all corners of the world– thank you for your overwhelming interest. Since then we’ve shipped out heaps of Geeksphone Keon Firefox OS Developer Preview phones and we’ve listed many new apps […]","https://hacks.mozilla.org/2013/09/calling-all-app-ports/","September 4, 2013","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Getting Started With HTML5 Game Development","There are plenty of valid ways to create an HTML5 game, and quite a bit of material on the technical aspect of each, so for this article I’ll be giving more of a broad overview of HTML5 game development. How “HTML5” can be better than native, where to start with the development process, where to […]","https://hacks.mozilla.org/2013/09/getting-started-with-html5-game-development/","September 3, 2013","https://secure.gravatar.com/avatar/2f945ee6bcccd80df1834ddb3a4f18ba?s=72&d=mm&r=g","Austin Hallock"
"Pushing a Firefox OS Web App to ZTE Open phone","ZTE recently announced release of the ZTE Open Firefox OS phone, a device aimed at developers and early adopters. In this post we cover the basic details of connecting and configuring your desktop environment to push Apps to the ZTE Open from the Firefox OS Simulator. Setting Up the ZTE Open Before pushing or debugging […]","https://hacks.mozilla.org/2013/08/pushing-a-firefox-os-web-app-to-zte-open-phone/","August 29, 2013","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
